#bamPEFragmentSize
Size	Occurrences	Sample
109	5822	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
110	4029	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
111	4815	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
112	5175	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
113	6483	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
114	5208	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
115	5293	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
116	4378	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
117	6088	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
118	5232	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
119	5244	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
120	4991	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
121	4579	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
122	4362	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
123	4315	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
124	4955	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
125	5760	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
126	5043	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
127	5056	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
128	4105	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
129	4288	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
130	4160	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
131	4459	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
132	4160	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
133	3649	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
134	4578	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
135	3979	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
136	4701	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
137	3691	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
138	4342	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
139	3559	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
140	3291	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
141	4019	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
142	3334	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
143	3316	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
144	4272	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
145	3530	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
146	4185	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
147	3399	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
148	3365	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
149	3665	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
150	3903	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
151	3350	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
152	3319	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
153	2549	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
154	3039	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
155	2605	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
156	3284	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
157	3950	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
158	3022	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
159	3213	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
160	2958	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
161	2516	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
162	3268	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
163	3441	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
164	2845	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
165	2407	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
166	2581	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
167	2608	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
168	2894	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
169	2889	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
170	2540	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
171	2470	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
172	2295	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
173	2512	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
174	2084	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
175	2281	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
176	2169	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
177	2652	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
178	2223	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
179	2166	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
180	2036	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
181	1873	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
182	1742	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
183	1841	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
184	2037	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
185	2007	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
186	2071	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
187	1817	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
188	1836	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
189	2092	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
190	1950	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
191	1937	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
192	1801	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
193	1617	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
194	1662	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
195	1888	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
196	1786	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
197	1823	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
198	1817	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
199	1907	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
200	2044	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
201	1849	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
202	1860	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
203	2068	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
204	1606	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
205	1835	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
206	1575	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
207	1582	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
208	1627	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
209	1537	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
210	2021	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
211	1722	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
212	1377	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
213	1705	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
214	1554	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
215	1905	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
216	1969	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
217	1429	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
218	1521	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
219	1467	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
220	1467	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
221	1584	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
222	1388	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
223	1446	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
224	1426	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
225	1386	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
226	1444	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
227	1513	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
228	1496	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
229	1306	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
230	1291	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
231	1298	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
232	1242	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
233	1230	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
234	1113	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
235	1114	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
236	1379	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
237	1286	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
238	1314	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
239	1208	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
240	1087	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
241	1329	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
242	1081	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
243	1082	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
244	1089	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
245	1038	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
246	1346	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
247	957	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
248	1162	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
249	1000	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
250	1057	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
251	1009	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
252	1019	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
253	1010	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
254	1075	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
255	885	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
256	920	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
257	926	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
258	948	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
259	997	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
260	940	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
261	945	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
262	814	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
263	1020	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
264	1035	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
265	922	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
266	968	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
267	1002	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
268	919	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
269	1076	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
270	877	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
271	901	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
272	915	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
273	908	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
274	1029	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
275	840	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
276	881	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
277	1020	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
278	812	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
279	1006	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
280	875	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
281	736	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
282	950	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
283	639	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
284	833	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
285	849	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
286	654	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
287	798	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
288	700	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
289	900	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
290	721	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
291	682	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
292	616	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
293	666	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
294	637	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
295	636	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
296	576	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
297	721	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
298	611	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
299	673	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
300	630	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
301	538	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
302	677	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
303	559	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
304	575	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
305	678	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
306	529	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
307	555	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
308	572	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
309	439	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
310	625	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
311	478	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
312	553	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
313	505	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
314	537	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
315	474	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
316	486	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
317	466	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
318	493	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
319	467	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
320	429	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
321	513	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
322	430	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
323	491	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
324	449	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
325	463	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
326	482	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
327	447	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
328	431	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
329	397	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
330	396	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
331	430	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
332	410	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
333	409	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
334	357	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
335	393	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
336	383	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
337	432	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
338	435	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
339	415	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
340	430	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
341	450	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
342	324	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
343	369	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
344	415	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
345	389	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
346	395	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
347	371	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
348	416	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
349	421	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
350	336	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
351	448	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
352	396	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
353	431	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
354	427	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
355	327	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
356	374	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
357	332	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
358	360	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
359	349	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
360	370	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
361	380	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
362	365	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
363	337	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
364	437	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
365	378	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
366	367	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
367	433	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
368	316	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
369	412	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
370	321	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
371	376	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
372	332	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
373	323	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
374	362	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
375	367	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
376	322	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
377	321	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
378	352	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
379	356	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
380	324	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
381	342	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
382	340	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
383	320	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
384	361	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
385	309	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
386	320	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
387	300	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
388	377	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
389	347	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
390	292	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
391	294	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
392	326	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
393	304	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
394	284	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
395	341	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
396	321	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
397	312	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
398	306	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
399	327	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
400	281	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
401	296	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
402	335	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
403	309	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
404	290	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
405	309	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
406	277	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
407	307	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
408	282	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
409	260	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
410	274	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
411	275	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
412	243	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
413	276	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
414	274	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
415	278	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
416	238	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
417	251	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
418	300	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
419	220	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
420	276	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
421	252	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
422	257	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
423	249	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
424	290	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
425	272	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
426	263	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
427	231	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
428	263	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
429	278	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
430	275	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
431	228	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
432	229	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
433	203	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
434	239	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
435	207	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
436	201	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
437	191	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
438	223	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
439	209	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
440	213	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
441	221	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
442	252	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
443	202	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
444	230	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
445	190	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
446	174	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
447	225	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
448	249	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
449	152	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
450	188	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
451	191	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
452	176	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
453	181	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
454	218	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
455	196	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
456	177	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
457	178	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
458	207	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
459	180	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
460	187	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
461	155	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
462	164	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
