#bamPEFragmentSize
Size	Occurrences	Sample
463	141	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
464	161	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
465	156	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
466	154	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
467	177	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
468	165	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
469	183	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
470	158	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
471	152	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
472	149	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
473	181	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
474	161	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
475	142	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
476	145	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
477	150	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
478	142	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
479	149	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
480	131	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
481	141	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
482	120	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
483	132	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
484	138	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
485	157	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
486	143	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
487	143	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
488	132	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
489	119	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
490	143	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
491	117	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
492	134	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
493	102	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
494	157	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
495	117	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
496	117	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
497	133	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
498	96	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
499	116	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
500	124	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
501	127	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
502	123	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
503	115	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
504	123	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
505	116	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
506	118	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
507	116	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
508	121	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
509	117	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
510	107	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
511	152	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
512	121	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
513	132	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
514	125	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
515	112	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
516	120	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
517	119	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
518	120	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
519	141	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
520	115	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
521	106	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
522	140	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
523	100	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
524	123	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
525	103	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
526	117	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
527	106	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
528	117	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
529	116	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
530	117	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
531	118	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
532	119	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
533	115	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
534	133	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
535	115	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
536	109	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
537	89	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
538	105	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
539	107	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
540	108	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
541	84	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
542	106	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
543	100	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
544	99	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
545	116	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
546	115	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
547	115	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
548	97	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
549	113	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
550	108	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
551	90	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
552	78	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
553	108	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
554	116	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
555	96	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
556	89	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
557	86	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
558	122	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
559	69	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
560	74	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
561	77	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
562	73	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
563	101	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
564	88	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
565	73	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
566	97	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
567	88	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
568	93	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
569	85	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
570	72	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
571	78	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
572	83	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
573	93	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
574	77	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
575	78	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
576	81	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
577	70	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
578	70	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
579	79	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
580	63	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
581	71	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
582	80	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
583	76	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
584	57	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
585	80	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
586	82	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
587	68	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
588	77	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
589	55	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
590	50	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
591	54	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
592	61	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
593	59	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
594	66	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
595	51	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
596	57	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
597	46	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
598	45	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
599	40	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
600	26	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
601	43	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
602	23	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
603	25	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
604	36	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
605	19	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
606	22	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
607	24	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
608	15	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
609	12	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
610	8	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
611	4	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
612	14	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
613	7	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
614	12	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
615	7	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
616	7	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
617	13	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
618	9	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
619	3	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
620	10	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
621	5	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
622	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
623	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
624	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
625	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
626	3	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
627	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
630	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
632	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
633	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
637	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
639	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
640	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
644	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
645	3	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
649	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
654	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
655	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
657	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
684	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
687	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
702	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
711	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
727	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
731	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
737	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
744	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
745	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
751	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
792	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
815	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
821	2	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
827	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
834	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
848	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
860	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
887	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
924	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
1003	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
1042	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
1098	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
2280	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
2714	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
16326	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
16453	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
16486	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
16498	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
26128	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
52010	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
104361	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
119023	1	Results/mapping/Liver_GunevaStar_Nuclei.markdup.sorted.bam
