	Frag. Sampled	Frag. Len. Min.	Frag. Len. 1st. Qu.	Frag. Len. Mean	Frag. Len. Median	Frag. Len. 3rd Qu.	Frag. Len. Max	Frag. Len. Std.	Frag. Med. Abs. Dev.	Frag. Len. 10%	Frag. Len. 20%	Frag. Len. 30%	Frag. Len. 40%	Frag. Len. 60%	Frag. Len. 70%	Frag. Len. 80%	Frag. Len. 90%	Frag. Len. 99%	Reads Sampled	Read Len. Min.	Read Len. 1st. Qu.	Read Len. Mean	Read Len. Median	Read Len. 3rd Qu.	Read Len. Max	Read Len. Std.	Read Med. Abs. Dev.	Read Len. 10%	Read Len. 20%	Read Len. 30%	Read Len. 40%	Read Len. 60%	Read Len. 70%	Read Len. 80%	Read Len. 90%	Read Len. 99%
Results/mapping/Lamina_CP_Nuclei.markdup.sorted.bam	742983	0.0	91.0	592.4068949087664	187.0	330.0	104112788.0	170115.66327277618	109.0	55.0	77.0	106.0	142.0	237.0	295.0	370.0	479.0	766.0	742983	20.0	73.0	70.80137903559032	75.0	75.0	75.0	9.072139199230108	0.0	56.0	72.0	74.0	74.0	75.0	75.0	75.0	75.0	75.0
Results/mapping/Lamina_GS_Nuclei.markdup.sorted.bam	795139	0.0	84.0	448.2085182590717	169.0	299.0	100786400.0	127804.86026522916	97.0	53.0	73.0	97.0	129.0	216.0	268.0	335.0	432.0	708.0	795139	20.0	73.0	70.37213870782341	75.0	75.0	75.0	9.510544350099702	0.0	54.0	71.0	74.0	74.0	75.0	75.0	75.0	75.0	75.0
